id,brand,model,mileage,year,link,body_status,price
9901,پژو,پارس,170000,2019,https://bama.ir/car/detail-rza97boz-peugeot-pars-lx-1398,1,230000000
9902,بنز,کلاس C,200000,2010,https://bama.ir/car/detail-9rf7khz-mercedes-benz-c-class-c200-2010,3,1050000000
9903,هیوندای,آزرا (گرنجور),160000,2010,https://bama.ir/car/detail-ye2mbrvo-hyundai-azera-6cylinder-2010,4,570000000
9904,کیا,سراتو (مونتاژ),70000,2017,https://bama.ir/car/detail-eufzui6h-kia-cerato-ir-2000-optional-1396,4,560000000
9905,چری,آریزو 5TE  ,20000,2019,https://bama.ir/car/detail-6ic7ryrr-chery-arrizo5te-at-excellent-1398,1,480000000
9906,تویوتا,کمری,100000,2012,https://bama.ir/car/detail-85yexeys-toyota-camry-glx-2012,1,980000000
9907,چری,تیگو 5,30000,2018,https://bama.ir/car/detail-bpnjmgdd-chery-tiggo5-ie-1397,1,570000000
9908,سمند,سورن,0,2020,https://bama.ir/car/detail-euwv8qfk-samand-soren-plus-1399,1,295000000
9909,نیسان,سرانزا,200000,2004,https://bama.ir/car/detail-mdsmsjk3-nissan-seranza-1383,1,440000000
9910,پژو,2008,nan,2018,https://bama.ir/car/detail-4exof445-peugeot-2008-1397,1,730000000
9911,ب ام و,سری 1 هاچ بک,13000,2018,https://bama.ir/car/detail-r9v8k5b3-bmw-1-series-125i-2018,1,2050000000
9912,هیوندای,آزرا (گرنجور),nan,2011,https://bama.ir/car/detail-umo2qxuh-hyundai-azera-6cylinder-2011,1,920000000
9913,پژو,206 ,280000,2003,https://bama.ir/car/detail-4ghz4i1k-peugeot-206-ir-type2-1382,13,75000000
9914,ام وی ام,X22,59000,2018,https://bama.ir/car/detail-p3umab4-mvm-x22-at-luxury-1397,1,355000000
9915,پژو,405,28000,2019,https://bama.ir/car/detail-72cmkmd4-peugeot-405-glx-1398,1,168000000
9916,تویوتا,هایلوکس دو کابین بلند,190000,2002,https://bama.ir/car/detail-ms3sjq8t-toyota-hilux-high-mt-2002,1,560000000
9917,رنو,داستر,95000,2015,https://bama.ir/car/detail-mjydnwft-renault-duster-se-fwd-2015,1,540000000
9918,کیا,اپتیما,140000,2013,https://bama.ir/car/detail-e1xxyuvt-kia-optima-basic-2013,3,820000000
9919,رنو,پارس تندر,41000,2018,https://bama.ir/car/detail-unup9dbi-renault-pars-tondar-1397,1,285000000
9920,هیوندای,آزرا (گرنجور),147000,2011,https://bama.ir/car/detail-82de9i5w-hyundai-azera-6cylinder-2011,2,850000000
9921,هیوندای,آزرا (گرنجور),215000,2009,https://bama.ir/car/detail-185mugm-hyundai-azera-6cylinder-2009,2,670000000
9922,لکسوس,NX هیبرید,100000,2016,https://bama.ir/car/detail-ig1p3vn3-lexus-nx-hybrid-300h-f-sport-2016,1,2500000000
9923,هیوندای,آزرا (گرنجور),nan,2010,https://bama.ir/car/detail-hsknjprv-hyundai-azera-6cylinder-2010,3,700000000
9924,پژو,207,0,2020,https://bama.ir/car/detail-brukhytt-peugeot-207-manual-panorama-1399,1,320000000
9925,چانگان,CS 35 (مونتاژ),23000,2018,https://bama.ir/car/detail-wxovrqk-changan-cs35-ir-1397,1,435000000
9926,رنو,داستر,85000,2015,https://bama.ir/car/detail-bhubigg-renault-duster-se-fwd-2015,1,520000000
9927,جک,S3,21000,2019,https://bama.ir/car/detail-nkjda1ct-jac-s3-at-1398,1,420000000
9928,هیوندای,سانتافه (ix45),248000,2008,https://bama.ir/car/detail-vpmbihkb-hyundai-santafe-ix45-2700cc-2008,3,650000000
9929,هیوندای,سانتافه (ix45),80000,2015,https://bama.ir/car/detail-nbewbcda-hyundai-santafe-ix45-2400cc-2015,1,1255000000
9930,رنو,فلوئنس,42000,2017,https://bama.ir/car/detail-n2ihzrck-renault-fluence-mt-2017,1,580000000
9931,رنو,تندر90 ,nan,2010,https://bama.ir/car/detail-pkgcfeby-renault-tondar90-e2-1389,4,125000000
9932,رنو,کولیوس,40000,2017,https://bama.ir/car/detail-49t9o7r2-renault-koleos-2017,1,1580000000
9933,رنو,فلوئنس,42000,2017,https://bama.ir/car/detail-n2ihzrck-renault-fluence-mt-2017,1,580000000
9934,رنو,تندر90 ,nan,2010,https://bama.ir/car/detail-pkgcfeby-renault-tondar90-e2-1389,4,125000000
9935,رنو,کولیوس,40000,2017,https://bama.ir/car/detail-49t9o7r2-renault-koleos-2017,1,1580000000
9936,برلیانس,H230,0,2020,https://bama.ir/car/detail-kkuoznna-brilliance-h230-mt-1399,1,260000000
9937,پژو,206 SD,73000,2015,https://bama.ir/car/detail-wzwricu9-peugeot-206sd-v8-1394,1,165000000
9938,دانگ فنگ,H30 کراس,73000,2017,https://bama.ir/car/detail-149ck71b-dongfeng-h30-cross-1396,1,260000000
9939,چانگان,CS 35 (مونتاژ),1000,2018,https://bama.ir/car/detail-hw25vadz-changan-cs35-ir-1397,1,440000000
9940,سانگ یانگ,تیوولی,60000,2018,https://bama.ir/car/detail-egq9n1vb-ssang-yong-tivoli-armour-2018,2,735000000
9941,مزدا,3 جدید صندوق دار (مونتاژ),6500,2018,https://bama.ir/car/detail-a5s779fx-mazda-3-sedan-2.0l-type4-1397,1,815000000
9942,هایما,S7,55000,2018,https://bama.ir/car/detail-uf5zbrv4-haima-s7-1.8l-turbo-1397,1,560000000
9943,جک,S3,24000,2018,https://bama.ir/car/detail-8coq1mai-jac-s3-at-1397,1,400000000
9944,برلیانس,H320,nan,2017,https://bama.ir/car/detail-hi5wzvyn-brilliance-h320-at-1396,1,275000000
9945,پیکان,وانت,140000,2010,https://bama.ir/car/detail-d1rey1jy-peykan-pickup-gas-1389,7,90000000
9946,مزدا,3 (مونتاژ),153000,2010,https://bama.ir/car/detail-9xv4ume7-mazda-3-ir-type3-1389,12,313000000
9947,برلیانس,H230,12000,2018,https://bama.ir/car/detail-tgsyyyoa-brilliance-h230-mt-1397,1,225000000
9948,رنو,مگان (مونتاژ),103000,2013,https://bama.ir/car/detail-ot3ii63g-renault-megan-ir-2000-1392,1,445000000
9949,لکسوس,ES,95000,2014,https://bama.ir/car/detail-a2fg4y5-lexus-es-250-2014,1,1800000000
9950,هیوندای,جنسیس کوپه,138000,2011,https://bama.ir/car/detail-3xwk57wf-hyundai-genesis-coupe-2011,1,800000000
9951,آلفارومئو,جولیتا,22000,2016,https://bama.ir/car/detail-dx2vc6p6-alfa-romeo-giulietta-2016,1,1000000000
9952,هیوندای,سانتافه (ix45),63000,2016,https://bama.ir/car/detail-2e1v2qqf-hyundai-santafe-ix45-2400cc-2016,1,1600000000
9953,پژو,405,165000,2015,https://bama.ir/car/detail-kboven93-peugeot-405-glx-1394,2,132000000
9954,جک,S3,500,2020,https://bama.ir/car/detail-krdq14rt-jac-s3-at-1399,1,445000000
9955,تویوتا,کمری,200000,2007,https://bama.ir/car/detail-va7xfsf-toyota-camry-se-2007,1,630000000
9956,بسترن,B30,45000,2018,https://bama.ir/car/detail-j6idzg3q-besturn-b30-at-1397,4,335000000
9957,رانا,LX,110000,2016,https://bama.ir/car/detail-bzteeyz-runna-lx-1395,3,135000000
9958,پژو,پارس,119000,2017,https://bama.ir/car/detail-ag47w2m9-peugeot-pars-mt-1396,3,158000000
9959,پژو,206 ,131000,2016,https://bama.ir/car/detail-tgnp6em-peugeot-206-ir-type5-1395,2,160000000
9960,سیتروئن,زانتیا,212000,2010,https://bama.ir/car/detail-b5m1tpe2-citroen-xantia-2.0-sx-1389,14,248000000
9961,هیوندای,سوناتا,55000,2014,https://bama.ir/car/detail-gprimed-hyundai-sonata-4cyl-automatic-2014,1,1020000000
9962,مزدا,3 جدید صندوق دار (مونتاژ),30000,2019,https://bama.ir/car/detail-7gjyjxi9-mazda-3-sedan-2.0l-type4-1398,1,830000000
9963,پراید,صندوق دار,100000,2010,https://bama.ir/car/detail-7bgt4go4-pride-sedan-1389,5,68000000
9964,رنو,مگان (مونتاژ),93000,2012,https://bama.ir/car/detail-7zkqhen6-renault-megan-ir-2000-1391,4,380000000
9965,مزدا,3 (مونتاژ),170000,2008,https://bama.ir/car/detail-1qcm18s-mazda-3-ir-type3-1387,12,290000000
9966,کیا,سورنتو,129000,2008,https://bama.ir/car/detail-sh5q3t2n-kia-sorento-6cylinder-2008,1,600000000
9967,هیوندای,سانتافه (ix45),44000,2017,https://bama.ir/car/detail-4enkt2ju-hyundai-santafe-ix45-2400cc-2017,1,1670000000
9968,جک,جی 5,136000,2015,https://bama.ir/car/detail-3yabz4-jac-j5-at-1394,2,255000000
9969,سیتروئن,C5,270000,2007,https://bama.ir/car/detail-yc8dgp-citroen-c5-2007,1,285000000
9970,دانگ فنگ,H30 کراس,30000,2017,https://bama.ir/car/detail-5547zapy-dongfeng-h30-cross-1396,1,279000000
9971,بسترن,B50F,62000,2017,https://bama.ir/car/detail-2qw9cb8d-besturn-b50f-1396,1,400000000
9972,هیوندای,سوناتا,260000,2009,https://bama.ir/car/detail-wsui1cch-hyundai-sonata-4cyl-automatic-2009,12,469000000
9973,کیا,سراتو,71000,2015,https://bama.ir/car/detail-dvcxp8dn-kia-cerato-2000-2015,1,760000000
9974,پراید,صندوق دار,nan,2005,https://bama.ir/car/detail-mfk5iiqu-pride-sedan-1384,12,31000000
9975,بنز,کلاس E,115000,2011,https://bama.ir/car/detail-rjh2kure-mercedes-benz-e-class-e300-2011,5,1980000000
9976,دانگ فنگ,H30 کراس,74000,2018,https://bama.ir/car/detail-19gpf9rn-dongfeng-h30-cross-1397,2,268000000
9977,هیوندای,جنسیس,187000,2013,https://bama.ir/car/detail-57gkky-hyundai-genesis-2013,2,1350000000
9978,ب ام و,X3,160000,2010,https://bama.ir/car/detail-td6j5wvr-bmw-x3-30-2010,1,1030000000
9979,رانا,LX,200000,2015,https://bama.ir/car/detail-7iep8jc1-runna-lx-1394,2,200000000
9980,کیا,سراتو,35000,2016,https://bama.ir/car/detail-3mx4m8g3-kia-cerato-2000-2016,1,930000000
9981,کیا,اسپورتیج,30000,2018,https://bama.ir/car/detail-1tvxwg5n-kia-sportage-gt-line-2018,1,1680000000
9982,سیتروئن,زانتیا,58000,2010,https://bama.ir/car/detail-u1dg7grv-citroen-xantia-2.0-sx-1389,2,320000000
9983,سیتروئن,زانتیا,220000,2004,https://bama.ir/car/detail-noajue1n-citroen-xantia-2.0-sx-1383,4,118000000
9984,هیوندای,سوناتا,220000,2007,https://bama.ir/car/detail-ry4yze3-hyundai-sonata-6cyl-automatic-2007,4,435000000
9985,دانگ فنگ,H30 کراس,58000,2017,https://bama.ir/car/detail-zk3rbb9k-dongfeng-h30-cross-1396,1,268000000
9986,کی ام سی,T8,0,2020,https://bama.ir/car/detail-ce6hxk6i-kmc-t8-1399,1,550000000
9987,پژو,206 ,230000,2007,https://bama.ir/car/detail-9ru21ycq-peugeot-206-ir-type2-1386,4,92000000
9988,کوییک,دنده ای,0,2020,https://bama.ir/car/detail-ij7qrgq-quick-manual-1399,1,150000000
9989,هیوندای,سانتافه (ix45),136000,2014,https://bama.ir/car/detail-9asg7w8x-hyundai-santafe-ix45-2400cc-2014,11,1050000000
9990,ام جی,6,180000,2012,https://bama.ir/car/detail-ruo9r5bb-mg-6-magnette-2012,1,385000000
9991,رنو,کولیوس,51000,2015,https://bama.ir/car/detail-9cgwywib-renault-koleos-2015,1,1050000000
9992,پژو,207,81000,2018,https://bama.ir/car/detail-h1ew6pea-peugeot-207-mt-1397,14,236000000
9993,سانگ یانگ,موسو,185000,2005,https://bama.ir/car/detail-ucrd4nk2-ssang-yong-musso-3200-1384,1,380000000
9994,نیسان,پیکاپ دو کابین ,200000,2002,https://bama.ir/car/detail-osjb27vm-nissan-pickup-ir-2cab-1381,5,500000000
9995,چری,آریزو 5,47000,2016,https://bama.ir/car/detail-e19cvtmc-chery-arrizo5-at-excellent-1395,4,285000000
9996,جک,S3,23000,2018,https://bama.ir/car/detail-e8w8i3k-jac-s3-at-1397,1,410000000
9997,نیسان,وانت زامیاد,250000,2007,https://bama.ir/car/detail-7ta4xwdw-nissan-zamyad-pickup-cng-1386,12,125000000
9998,پژو,206 SD,122000,2015,https://bama.ir/car/detail-26dtehhe-peugeot-206sd-v8-1394,2,165000000
9999,پژو,405,400000,1994,https://bama.ir/car/detail-2kmu6u8w-peugeot-405-glx-1373,4,30000000
10000,هیوندای,سانتافه (ix45),60000,2017,https://bama.ir/car/detail-cq2xh5ms-hyundai-santafe-ix45-2400cc-2017,1,1900000000
10001,سیتروئن,زانتیا,315000,2005,https://bama.ir/car/detail-91kwr36s-citroen-xantia-2.0-x-1384,3,139000000
10002,برلیانس,H330,31800,2018,https://bama.ir/car/detail-22su9voa-brilliance-h330-at-1.65-1397,1,335000000
10003,جک,S5,70000,2017,https://bama.ir/car/detail-6mfzxn6a-jac-s5-at-1396,1,517000000
10004,کیا,اپتیما,110000,2014,https://bama.ir/car/detail-qidzgeoe-kia-optima-basic-2014,1,970000000
10005,پژو,405,220000,2010,https://bama.ir/car/detail-fffi8pdv-peugeot-405-glx-cng-1389,6,100000000
10006,رنو,ساندرو,50000,2016,https://bama.ir/car/detail-zuuqx84-renault-sandero-mt-1395,1,275000000
10007,سیتروئن,زانتیا,nan,2004,https://bama.ir/car/detail-5ro6q8mv-citroen-xantia-2.0-sx-1383,4,118000000
10008,سمند,LX,54000,2018,https://bama.ir/car/detail-wpirw2jm-samand-lx-basic-1397,1,158000000
10009,کیا,سراتو,140000,2015,https://bama.ir/car/detail-e9o1g94w-kia-cerato-2000-2015,2,700000000
10010,ب ام و,سری 3 سدان,118000,2014,https://bama.ir/car/detail-1dt2w4u7-bmw-3-series-sedan-320i-2014,1,1400000000
10011,پژو,پارس,40000,2018,https://bama.ir/car/detail-mt46o2xk-peugeot-pars-cng-1397,2,188000000
10012,زوتی,آریو,9500,2018,https://bama.ir/car/detail-2t1pvdwp-zotye-Ario-1.6l-manual-1397,1,240000000
10013,ام وی ام,315هاچ بک,55000,2018,https://bama.ir/car/detail-yceyuzy2-mvm-315-hatchback-sport-1397,1,185000000
10014,ام وی ام,X33 S,0,2020,https://bama.ir/car/detail-w21y6io-mvm-x33s-at-sport-1399,1,597000000
10015,هیوندای,النترا,143000,2014,https://bama.ir/car/detail-g5df85ax-hyundai-elantra-1.8l-2014,3,580000000
10016,هیوندای,سوناتا,137000,2012,https://bama.ir/car/detail-rzmgcbj-hyundai-sonata-4cyl-automatic-2012,1,750000000
10017,پراید,صندوق دار,80000,2005,https://bama.ir/car/detail-o8j791m-pride-sedan-1384,12,40000000
10018,کیا,ریو (مونتاژ),183000,2010,https://bama.ir/car/detail-wf9xnbma-kia-rio-ir-mt-1389,11,125000000
10019,رنو,تندر90 ,62000,2016,https://bama.ir/car/detail-s58mdiu9-renault-tondar90-at-1395,1,270000000
10020,ام وی ام,315 صندوق دار,150000,2014,https://bama.ir/car/detail-89nqtig-mvm-315-sedan-basic-1393,1,140000000
10021,سوزوکی,گراند ویتارا (مونتاژ),80000,2017,https://bama.ir/car/detail-4m9nwtpe-suzuki-grand-vitara-ir-at-2.4-1396,1,920000000
10022,رنو,کولیوس,0,2018,https://bama.ir/car/detail-8thyz39x-renault-koleos-2018,1,2250000000
10023,پراید,132,57000,2018,https://bama.ir/car/detail-tgtetb46-pride-132-se-1397,3,96000000
10024,هیوندای,آوانته,167000,2006,https://bama.ir/car/detail-7igkjg66-hyundai-avante-mt-1385,1,220000000
10025,پراید,131,0,2019,https://bama.ir/car/detail-4aecoz9-pride-131-se-1398,1,107000000
10026,جک,S5,53000,2017,https://bama.ir/car/detail-pug7mr82-jac-s5-mt-1396,1,440000000
10027,پژو,206 ,58000,2017,https://bama.ir/car/detail-q7c2p5y7-peugeot-206-ir-type2-1396,1,167000000
10028,پژو,پارس,0,2019,https://bama.ir/car/detail-hm757ua6-peugeot-pars-lx-1398,1,245000000
10029,هیوندای,سوناتا هیبرید,60000,2017,https://bama.ir/car/detail-oqux3swe-hyundai-sonata-hybrid-gls-2017,1,1280000000
10030,تویوتا,سلیکا,34000,1975,https://bama.ir/car/detail-22nfoq3-toyota-celica-1975,1,200000000
10031,هیوندای,i20 (مونتاژ),38000,2017,https://bama.ir/car/detail-c6a3p995-hyundai-i20-ir-1396,2,590000000
10032,رانا,EL,160000,2012,https://bama.ir/car/detail-w6q5qmg8-runna-el-1391,1,135000000
10033,پراید,131,250000,2010,https://bama.ir/car/detail-pn7b9rqm-pride-131-ex-1389,2,62000000
10034,ب ام و,سری 6 گرن کوپه,60000,2013,https://bama.ir/car/detail-zqrwaq5-bmw-6-series-grancoupe-640i-2013,1,4000000000
10035,جک,S5,45000,2018,https://bama.ir/car/detail-e86u27kr-jac-s5-at-1397,1,550000000
10036,پژو,206 SD,11200,2020,https://bama.ir/car/detail-mceaxzb-peugeot-206sd-v8-1399,3,230000000
10037,لکسوس,NX هیبرید,54000,2016,https://bama.ir/car/detail-kqyrfvye-lexus-nx-hybrid-300h-2016,1,2350000000
10038,پژو,پارس,30000,2019,https://bama.ir/car/detail-ijdmcob-peugeot-pars-lx-1398,1,235000000
10039,میتسوبیشی,پاجرو چهار در,120000,2010,https://bama.ir/car/detail-pi548kd-mitsubishi-pajero-4door-6cylinder-2010,1,1600000000
10040,رنو,پارس تندر,47000,2018,https://bama.ir/car/detail-g45o6en3-renault-pars-tondar-1397,1,270000000
10041,پژو,206 ,65000,2017,https://bama.ir/car/detail-r75b96fo-peugeot-206-ir-type2-1396,1,165000000
10042,ریگان,کوپا,18000,2018,https://bama.ir/car/detail-9brvdi3-rigan-coupa-flagship-1397,2,850000000
10043,هیوندای,سوناتا,75000,2013,https://bama.ir/car/detail-ju7io97-hyundai-sonata-4cyl-automatic-2013,1,885000000
10044,ب ام و,سری 5 سدان,56000,2015,https://bama.ir/car/detail-db2s1ihq-bmw-5-series-sedan-528i-2015,1,2650000000
10045,کیا,اپتیما,110000,2015,https://bama.ir/car/detail-zywys6a5-kia-optima-basic-2015,1,1090000000
10046,هایما,S5,74000,2018,https://bama.ir/car/detail-vmp3c9ok-haima-s5-1397,1,537000000
10047,پژو,207 صندوقدار,0,2020,https://bama.ir/car/detail-6jm2s5w2-peugeot-207sd-1399,1,395000000
10048,تویوتا,راوفور,85000,2017,https://bama.ir/car/detail-q19p961v-toyota-rav4-4wd-2017,1,2000000000
10049,پژو,پارس,140000,2009,https://bama.ir/car/detail-8odz446d-peugeot-pars-elx-1388,3,175000000
10050,رنو,کپچر,75000,2017,https://bama.ir/car/detail-buejsz6y-renault-captur-2017,1,750000000
10051,بنز,کلاس E,50000,2015,https://bama.ir/car/detail-u6rcy89-mercedes-benz-e-class-e250-2015,1,3100000000
10052,پژو,2008,22000,2019,https://bama.ir/car/detail-bfx7cy19-peugeot-2008-1398,3,775000000
10053,دنا,پلاس,0,2020,https://bama.ir/car/detail-p7ozzare-dena-plus-turbo-automatic-1399,1,422000000
10054,پراید,111,125000,2013,https://bama.ir/car/detail-aw9kjybt-pride-111-ex-1392,1,82000000
10055,شورولت,نوا,250000,1978,https://bama.ir/car/detail-acegto8t-chevrolet-nova-1978,13,120000000
10056,پژو,206 ,72000,2018,https://bama.ir/car/detail-kbgzjse4-peugeot-206-ir-type5-1397,4,176000000
10057,پژو,207,30000,2018,https://bama.ir/car/detail-pwckac2n-peugeot-207-at-1397,1,350000000
10058,تویوتا,یاریس صندوق دار,100000,2010,https://bama.ir/car/detail-1jowio5p-toyota-yaris-2010,1,450000000
10059,فولکس,تیگوان,0,2018,https://bama.ir/car/detail-2qpds2bm-volkswagen-tiguan-2018,1,2550000000
10060,رانا,LX,37000,2018,https://bama.ir/car/detail-wecynumz-runna-lx-1397,3,165000000
10061,سیتروئن,C3 (مونتاژ),31000,2018,https://bama.ir/car/detail-ii8vxdd-citroen-c3-ir-1397,1,780000000
10062,نیسان,وانت زامیاد,20000,2009,https://bama.ir/car/detail-yzqcjc6-nissan-zamyad-pickup-cng-1388,4,130000000
10063,گریت وال,هاوال M4,225000,2015,https://bama.ir/car/detail-r9hztymm-great-wall-haval-m4-2015,1,275000000
10064,ب ام و,X4,61000,2015,https://bama.ir/car/detail-vofi9d93-bmw-x4-28-2015,1,2850000000
10065,پژو,پارس,0,2021,https://bama.ir/car/detail-bhtyx66v-peugeot-pars-lx-1400,1,265570000
10066,هیوندای,سانتافه (ix45),620000,2016,https://bama.ir/car/detail-vdhu7pq5-hyundai-santafe-ix45-2400cc-2016,1,1388000000
10067,سانگ یانگ,تیوولی (مونتاژ),0,2020,https://bama.ir/car/detail-gcvv7d2b-ssang-yong-tivoli-ir-1399,1,820000000
10068,سوزوکی,گراند ویتارا (مونتاژ),16000,2018,https://bama.ir/car/detail-e7giwa12-suzuki-grand-vitara-ir-at-2.4-1397,1,1120000000
10069,ام وی ام,X22,0,2020,https://bama.ir/car/detail-fh28zij8-mvm-x22-mt-sport-excellent-1399,1,385000000
10070,هیوندای,توسان (ix35),138000,2012,https://bama.ir/car/detail-ijg6xti-hyundai-tucson-ix35-2.4l-2012,1,770000000
10071,پراید,131,195000,2016,https://bama.ir/car/detail-h6yfp6m4-pride-131-se-1395,1,66000000
10072,سمند,LX,128900,2013,https://bama.ir/car/detail-fwyjtnpc-samand-lx-basic-1392,2,115000000
10073,تویوتا,کرولا,300000,2005,https://bama.ir/car/detail-2pn73ngv-toyota-corolla-xli-2005,11,315000000
10074,پژو,206 ,40000,2018,https://bama.ir/car/detail-e1tttuhu-peugeot-206-ir-type2-1397,1,164000000
10075,ام وی ام,X22,0,2020,https://bama.ir/car/detail-hou3nrdp-mvm-x22-mt-sport-excellent-1399,1,380000000
10076,هیوندای,سوناتا هیبرید,23000,2017,https://bama.ir/car/detail-azn3wuy6-hyundai-sonata-hybrid-gls-plus-2017,1,1330000000
10077,جک,S5,0,2020,https://bama.ir/car/detail-2x5w9uuv-jac-s5-at-1399,1,647500000
10078,جک,S5,110000,2015,https://bama.ir/car/detail-ifsuqmow-jac-s5-mt-1394,1,410000000
10079,هیوندای,سانتافه (ix45),85000,2016,https://bama.ir/car/detail-uax2vi8b-hyundai-santafe-ix45-2400cc-2016,1,1390000000
10080,اپل,آسترا سدان,90000,2014,https://bama.ir/car/detail-hn8jdtnx-opel-astra-sedan-1.6l-2014,1,780000000
10081,ون,مکسوس,0,2017,https://bama.ir/car/detail-jm6xhuv-van-maxus-2017,1,1050000000
10082,تویوتا,کمری,108000,2012,https://bama.ir/car/detail-3oey8iiq-toyota-camry-glx-2012,6,900000000
10083,تویوتا,پرادو دو در,720000,2012,https://bama.ir/car/detail-nqqm3kte-toyota-prado-2doors-4cylinder-2012,1,2180000000
10084,کیا,سراتو,76000,2016,https://bama.ir/car/detail-ct5d4yh-kia-cerato-2000-2016,1,870000000
10085,هیوندای,توسان (ix35),49000,2017,https://bama.ir/car/detail-gbyzwv24-hyundai-tucson-ix35-2.0l-4wd-2017,1,1270000000
10086,دنا,پلاس,0,2020,https://bama.ir/car/detail-d7uxxakh-dena-plus-basic-manual-1399,1,310000000
10087,کیا,سراتو,170000,2012,https://bama.ir/car/detail-2dpoiqx2-kia-cerato-1600-at-2012,1,490000000
10088,ام وی ام,X33 S,46000,2018,https://bama.ir/car/detail-9v5t2t4i-mvm-x33s-at-sport-1397,1,385000000
10089,پژو,پارس,0,2019,https://bama.ir/car/detail-armsfgk-peugeot-pars-lx-1398,1,240000000
10090,ام وی ام,X33,96000,2015,https://bama.ir/car/detail-ymkxyk4z-mvm-x33-at-1394,1,295000000
10091,سمند,LX,17000,2019,https://bama.ir/car/detail-k7buv-samand-lx-basic-1398,1,180000000
10092,کیا,سراتو (مونتاژ),50000,2017,https://bama.ir/car/detail-7m7xxw1x-kia-cerato-ir-2000-optional-1396,4,540000000
10093,پژو,206 ,53000,2018,https://bama.ir/car/detail-ffbxsai5-peugeot-206-ir-type5-1397,2,205000000
10094,نیسان,پاترول دو در ,nan,1992,https://bama.ir/car/detail-vodeq27k-nissan-patrol-2door-ir-1371,12,150000000
10095,پژو,207,0,2021,https://bama.ir/car/detail-kzvsqakt-peugeot-207-automatic-panorama-1400,1,415500000
10096,ام جی,360,0,2018,https://bama.ir/car/detail-m71ey3wy-mg-360-at-turbo-1397,1,475000000
10097,تویوتا,راوفور,135000,2014,https://bama.ir/car/detail-hiyjz3iv-toyota-rav4-4wd-2014,1,1200000000
10098,هیوندای,اکسنت (مونتاژ),27000,2018,https://bama.ir/car/detail-doc9jzf-hyundai-accent-ir-1397,1,635000000
10099,رنو,تندر90 ,68000,2015,https://bama.ir/car/detail-6konh3qa-renault-tondar90-at-1394,3,252000000
10102,تویوتا,پرادو دو در,88000,2012,https://bama.ir/car/detail-a46xp9p6-toyota-prado-2doors-4cylinder-2012,1,2230000000
10103,تویوتا,راوفور,75000,2015,https://bama.ir/car/detail-6df55khy-toyota-rav4-4wd-2015,1,1530000000
10104,پژو,2008,24800,2019,https://bama.ir/car/detail-91d9rhzu-peugeot-2008-1398,1,830000000
10105,ام وی ام,X22,48000,2018,https://bama.ir/car/detail-unuv6w44-mvm-x22-mt-sport-excellent-1397,1,340000000
10106,کیا,سراتو (مونتاژ),0,2019,https://bama.ir/car/detail-f5zu2szn-kia-cerato-ir-2000-optional-1398,1,810000000
10107,برلیانس,H330,55000,2018,https://bama.ir/car/detail-cfmj1c4m-brilliance-h330-at-1397,1,300000000
10108,رنو,داستر,0,2017,https://bama.ir/car/detail-2zqg96s-renault-duster-se-4wd-2017,1,850000000
10109,ام وی ام,X33 S,0,2020,https://bama.ir/car/detail-fpumgvpw-mvm-x33s-at-sport-1399,1,495000000
10110,جک,S5,64000,2017,https://bama.ir/car/detail-zdt2gi2o-jac-s5-at-1396,1,540000000
10111,ب ام و,سری 7,120000,2011,https://bama.ir/car/detail-nem4m2h9-bmw-7-series-750li-2011,4,1950000000
10112,ام وی ام,315 صندوق دار,100000,2014,https://bama.ir/car/detail-7yuuh5-mvm-315-sedan-basic-1393,3,145000000
10113,ام وی ام,315 صندوق دار,100000,2014,https://bama.ir/car/detail-7yuuh5-mvm-315-sedan-basic-1393,3,145000000
10114,پژو,207,0,2020,https://bama.ir/car/detail-t91juo4g-peugeot-207-automatic-panorama-1399,1,388850000
10115,پژو,206 ,18000,2019,https://bama.ir/car/detail-iviigzd-peugeot-206-ir-type2-1398,1,195000000
10116,پراید,هاچ بک,nan,2010,https://bama.ir/car/detail-ov3ktg8m-pride-hatchback-1389,3,68000000
10117,بی وای دی,S6,60000,2018,https://bama.ir/car/detail-46yqg68m-byd-s6-1397,2,530000000
10118,پژو,206 ,0,2021,https://bama.ir/car/detail-5qdwhjh-peugeot-206-ir-type2-1400,1,211000000
10119,پراید,131,133000,2014,https://bama.ir/car/detail-jra4dip8-pride-131-se-1393,1,75000000
10120,تویوتا,پرادو  چهار در,270000,2010,https://bama.ir/car/detail-rpymhgaf-toyota-prado-4doors-6cylinderoffroad-2010,4,2120000000
10121,برلیانس,H230,41000,2016,https://bama.ir/car/detail-mxaq7pci-brilliance-h230-mt-1395,1,195000000
10122,نیسان,تی ینا (مونتاژ),153000,2013,https://bama.ir/car/detail-128daimo-nissan-teana-ir-xv-1392,1,830000000
10123,هیوندای,سوناتا,74000,2014,https://bama.ir/car/detail-sdngimt-hyundai-sonata-4cyl-automatic-2014,2,890000000
10124,جک,S5,64000,2017,https://bama.ir/car/detail-9oq8763j-jac-s5-mt-1396,1,510000000
10125,پژو,405,154000,2015,https://bama.ir/car/detail-t2cncgb-peugeot-405-glx-cng-1394,3,155000000
10126,رانا,پلاس,1500,2020,https://bama.ir/car/detail-xgjvvgg-runna-plus-1399,1,200000000
10127,جیلی,امگرند 7,170000,2014,https://bama.ir/car/detail-hiw9f4ef-geely-emgrand7-at-2014,1,360000000
